0, 126.656
0, 123.693
0, 126.543
0, 125.982
0, 125.184
0, 125.758
0, 126.530
0, 128.166
0, 126.121
0, 124.936
0, 125.211
0, 128.395
0, 127.780
0, 124.673
0, 124.476
0, 126.292
0, 126.706
0, 124.682
0, 125.007
0, 126.447
0, 126.128
0, 125.182
0, 126.236
0, 125.893
0, 125.424
25, 528.548
25, 530.552
25, 520.298
25, 545.188
25, 543.200
25, 537.461
25, 528.021
25, 550.908
25, 549.625
25, 533.653
25, 525.504
25, 528.278
25, 539.253
25, 556.685
25, 546.536
25, 525.463
25, 539.227
25, 541.781
25, 542.247
25, 524.078
25, 536.172
25, 539.106
25, 523.619
25, 548.088
25, 533.739
75, 1449.238
75, 1359.252
75, 1397.105
75, 1397.596
75, 1389.331
75, 1394.735
75, 1436.817
75, 1404.582
75, 1391.931
75, 1426.466
75, 1379.860
75, 1417.556
75, 1408.394
75, 1383.445
75, 1397.086
75, 1399.759
75, 1396.480
75, 1393.881
75, 1386.466
75, 1380.553
75, 1398.995
75, 1348.723
75, 1417.129
75, 1391.776
75, 1431.348
100, 1815.434
100, 1879.814
100, 1866.122
100, 1840.093
100, 1905.337
100, 1863.663
100, 1822.801
100, 1936.155
100, 1873.487
100, 1817.243
100, 1849.386
100, 1935.014
100, 1849.329
100, 1843.025
100, 1843.369
100, 1819.926
100, 1849.575
100, 1880.724
100, 1786.236
100, 1829.463
100, 1815.816
100, 1800.591
100, 1789.981
100, 1847.218
100, 1909.168
50, 903.457
50, 940.503
50, 947.545
50, 934.052
50, 969.966
50, 961.571
50, 968.576
50, 980.918
50, 958.226
50, 933.858
50, 1000.985
50, 950.722
50, 958.051
50, 951.331
50, 964.324
50, 944.783
50, 966.296
50, 958.855
50, 949.917
50, 965.017
50, 950.061
50, 959.193
50, 966.765
50, 958.131
50, 971.741
