0, 4.351
0, 4.518
0, 4.444
0, 4.384
0, 4.429
0, 4.423
0, 4.469
0, 4.289
0, 4.443
0, 4.388
0, 4.183
0, 4.683
0, 4.644
0, 4.565
0, 4.507
0, 4.346
0, 4.442
0, 4.462
0, 4.326
0, 4.358
0, 4.395
0, 4.367
0, 4.515
0, 4.360
0, 4.357
25, 4.994
25, 4.881
25, 4.852
25, 4.819
25, 5.363
25, 5.315
25, 4.792
25, 4.967
25, 5.332
25, 5.130
25, 5.254
25, 4.878
25, 4.983
25, 5.130
25, 5.065
25, 5.227
25, 4.909
25, 5.086
25, 4.984
25, 5.041
25, 5.355
25, 5.117
25, 4.905
25, 4.863
25, 5.157
50, 5.698
50, 5.886
50, 5.781
50, 5.572
50, 6.100
50, 5.988
50, 5.696
50, 6.174
50, 5.713
50, 6.127
50, 6.085
50, 5.887
50, 5.466
50, 6.145
50, 5.959
50, 5.870
50, 5.937
50, 5.615
50, 5.926
50, 5.911
50, 5.961
50, 6.179
50, 5.779
50, 5.817
50, 6.190
75, 6.242
75, 6.505
75, 6.309
75, 6.777
75, 6.380
75, 6.684
75, 6.529
75, 6.403
75, 6.217
75, 6.696
75, 6.647
75, 6.393
75, 6.624
75, 6.989
75, 6.387
75, 6.953
75, 6.577
75, 6.801
75, 6.755
75, 6.714
75, 6.602
75, 6.486
75, 6.422
75, 6.348
75, 6.654
100, 6.859
100, 6.980
100, 6.767
100, 6.474
100, 6.632
100, 6.492
100, 6.676
100, 6.696
100, 6.579
100, 6.503
100, 6.649
100, 6.415
100, 6.507
100, 6.944
100, 6.490
100, 6.638
100, 6.718
100, 6.652
100, 6.662
100, 6.435
100, 6.399
100, 6.483
100, 6.931
100, 6.950
100, 6.638
