0, 60.696
0, 60.587
0, 60.270
0, 60.670
0, 60.413
0, 60.669
0, 60.249
0, 61.274
0, 60.547
0, 62.694
0, 63.351
0, 62.863
0, 63.540
0, 63.315
0, 63.315
0, 64.561
0, 62.671
0, 64.711
0, 63.352
0, 63.227
0, 62.893
0, 63.104
0, 63.353
0, 62.483
0, 63.062
25, 71.434
25, 70.997
25, 71.168
25, 71.473
25, 71.808
25, 71.984
25, 71.305
25, 72.102
25, 71.014
25, 71.700
25, 71.826
25, 71.296
25, 71.731
25, 71.234
25, 72.652
25, 71.830
25, 73.957
25, 71.757
25, 71.510
25, 72.054
25, 71.741
25, 71.570
25, 71.810
25, 71.258
25, 71.682
50, 74.365
50, 76.124
50, 76.377
50, 74.583
50, 74.590
50, 74.215
50, 74.678
50, 76.517
50, 74.368
50, 74.759
50, 74.250
50, 75.061
50, 74.847
50, 74.467
50, 74.874
50, 74.316
50, 75.057
50, 74.479
50, 74.707
50, 74.786
50, 74.654
50, 75.800
50, 74.431
50, 75.309
50, 74.433
75, 76.821
75, 76.667
75, 77.355
75, 76.947
75, 78.586
75, 77.405
75, 76.519
75, 78.062
75, 77.070
75, 77.180
75, 78.290
75, 77.245
75, 76.654
75, 76.927
75, 77.268
75, 77.304
75, 76.497
75, 76.743
75, 76.770
75, 78.376
75, 76.893
75, 77.022
75, 77.233
75, 76.766
75, 77.008
100, 80.575
100, 80.172
100, 79.683
100, 79.104
100, 79.805
100, 77.254
100, 77.678
100, 78.962
100, 79.565
100, 79.819
100, 79.742
100, 79.360
100, 79.771
100, 79.994
100, 79.881
100, 79.680
100, 79.342
100, 79.681
100, 79.548
100, 79.391
100, 80.145
100, 80.749
100, 81.046
100, 81.452
100, 80.119
